match_key,career_match_index,career_stage,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,match_no,total_matches_that_day,total_sets_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_num,opponent,opponent_slug,season_opponent_num,is_repeat_opponent,deaf_school,match_type,event_name,milestone_flag,result,set_scores,set_result,was_set_swept,swept_opponent,set_count,set_diff,comeback_win,win_streak,loss_streak,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,location,did_play,maxpreps
SR_09-07_EPISCOPAL_3,112,mid,SR,6,2019-09-07,Saturday,2,0,3,3,8,True,False,True,1,Episcopal,EPISCOPAL,1,False,False,regular,Fredericksburg Invitational 2019,,L,"21-25,27-25,0-15",1-2,False,False,3,-1,False,0,1,48,65,-0.1504424778761062,False,False,neutral,True,https://www.maxpreps.com/games/09-07-2019/volleyball-19/episcopal-vs-model-secondary-school-for-the-deaf.htm?c=z7WUjmSlxE2k__PRNpRWFg
SR_09-10_SAA_1,113,mid,SR,7,2019-09-10,Tuesday,2,3,1,1,3,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,conference,,,W,"25-21,25-19,25-14",3-0,False,True,3,3,False,1,0,75,54,0.16279069767441862,False,False,home,True,https://www.maxpreps.com/games/09-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EtNkqAr_CkSDH8Kt_dbdwA
SR_09-12_BIHS_1,114,late,SR,8,2019-09-12,Thursday,3,2,1,1,3,False,,,1,Bishop Ireton,BIHS,2,True,False,regular,,,L,"11-25,13-25,17-25",0-3,True,False,3,-3,False,0,1,41,75,-0.29310344827586204,False,False,away,True,https://www.maxpreps.com/games/09-12-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=HZy5AnNr9Uaasgc2r4pO2Q
SR_09-14_SCA_1,115,late,SR,9,2019-09-14,Saturday,3,2,1,5,11,True,True,False,1,Shalom Christian Academy,SCA,1,False,False,regular,Oriole Classic 2019 @ Maryland,,W,"26-24,25-21",2-0,False,True,2,2,False,1,0,51,45,0.0625,False,False,neutral,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-shalom-christian-academy.htm?c=yv6lm6GTPESUIYsRe0GjYg
SR_09-14_MSD_2,116,late,SR,10,2019-09-14,Saturday,3,0,2,5,11,True,False,False,1,Maryland School for the Deaf,MSD,1,False,True,regular,Oriole Classic 2019 @ Maryland,,T,"27-26,24-26",1-1,False,False,2,0,False,0,0,51,52,-0.009708737864077669,False,False,away,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=JZy_Ujt1k0WRjGKfk_TTCg
SR_09-14_SJCP_3,117,late,SR,11,2019-09-14,Saturday,3,0,3,5,11,True,False,False,1,St. John's Catholic Prep,SJCP,1,False,False,regular,Oriole Classic 2019 @ Maryland,,L,"18-25,16-25",0-2,True,False,2,-2,False,0,1,34,50,-0.19047619047619047,False,False,neutral,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns-catholic-prep.htm?c=zz-mVFyWi0eZ5kSQmFtHqg
SR_09-14_MSD_4,118,late,SR,12,2019-09-14,Saturday,3,0,4,5,11,True,False,False,2,Maryland School for the Deaf,MSD,2,True,True,regular,Oriole Classic 2019 @ Maryland,,W,"25-18,17-25,18-16",2-1,False,False,3,1,False,1,0,60,59,0.008403361344537815,False,False,away,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=6yBlF3an7kquIU0xy9I1Sg
SR_09-14_NL_5,119,late,SR,13,2019-09-14,Saturday,3,0,5,5,11,True,False,True,1,New Life Christian School,NL,1,False,False,regular,Oriole Classic 2019 @ Maryland,,W,"25-12,25-15",2-0,False,True,2,2,False,2,0,50,27,0.2987012987012987,False,False,away,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=zTlurXAekU6DPGK1hKcfnw
SR_09-17_WCA_1,120,late,SR,14,2019-09-17,Tuesday,3,3,1,1,4,False,,,1,Washington Christian Academy,WCA,1,False,False,conference,,,W,"25-17,23-25,25-8,25-22",3-1,False,False,4,2,False,3,0,98,72,0.15294117647058825,False,False,away,True,https://www.maxpreps.com/games/09-17-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=axNdllYxWEurhP6yIAESJA
SR_09-19_BURKE_1,121,late,SR,15,2019-09-19,Thursday,4,2,1,1,3,False,,,1,Burke,BURKE,1,False,False,conference,,,W,"25-11,25-17,25-6",3-0,False,True,3,3,False,4,0,75,34,0.3761467889908257,False,False,away,True,https://www.maxpreps.com/games/09-19-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=pYtUyF_aB0mHcg6tmNSBEA
SR_09-21_DCI_1,125,late,SR,16,2019-09-21,Saturday,4,2,1,5,11,True,True,False,1,DC International,DCI,2,True,False,regular,Model Invitational 2019,,L,"25-10,24-26,14-16",1-2,False,False,3,-1,False,0,1,63,52,0.09565217391304348,False,True,home,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=X-FIs7wPTE2Z3BT8LVBJ3Q
SR_09-21_SWW_2,124,late,SR,17,2019-09-21,Saturday,4,0,2,5,11,True,False,False,1,School Without Walls,SWW,1,False,False,regular,Model Invitational 2019,,W,"25-9,25-9",2-0,False,True,2,2,False,1,0,50,18,0.47058823529411764,False,False,home,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=-73onImFOUOZsDC0-raGlA
SR_09-21_KAA_3,126,late,SR,18,2019-09-21,Saturday,4,0,3,5,11,True,False,False,1,King Abdullah Academy,KAA,1,False,False,regular,Model Invitational 2019,,W,"25-15,25-17",2-0,False,True,2,2,False,2,0,50,32,0.21951219512195122,False,False,home,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=CA3iSxhjQEOi0PU-wPED6g
SR_09-21_BULLIS_4,123,late,SR,19,2019-09-21,Saturday,4,0,4,5,11,True,False,False,1,Bullis,BULLIS,1,False,False,regular,Model Invitational 2019,,W,"25-18,25-17",2-0,False,True,2,2,False,3,0,50,35,0.17647058823529413,False,False,home,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=KrROSbehPUONbTHtTqXyVQ
SR_09-21_BULLIS_5,122,late,SR,20,2019-09-21,Saturday,4,0,5,5,11,True,False,True,2,Bullis,BULLIS,2,True,False,regular,Model Invitational 2019,,L,"25-18,25-18",0-2,True,False,2,-2,False,0,1,50,36,0.16279069767441862,False,True,home,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=G9nQB_qrYkSFMXaIJAzBfQ
SR_09-24_FIELD_1,127,late,SR,21,2019-09-24,Tuesday,4,3,1,1,3,False,,,1,Field,FIELD,1,False,False,conference,,,W,"25-23,25-10,25-15",3-0,False,True,3,3,False,1,0,75,48,0.21951219512195122,False,False,home,True,https://www.maxpreps.com/games/09-24-2019/volleyball-19/field-vs-model-secondary-school-for-the-deaf.htm?c=oourAhepTEyW0owetGekiQ
SR_09-25_SJDS_1,128,late,SR,22,2019-09-25,Wednesday,4,1,1,1,3,False,,,1,Smith Jewish Day School,SJDS,1,False,False,regular,,,W,"25-10,25-13,25-23",3-0,False,True,3,3,False,2,0,75,46,0.2396694214876033,False,False,away,True,https://www.maxpreps.com/games/09-25-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=WfbD-GDGtU2MfiORyXR9iA
SR_09-27_GTD_1,129,late,SR,23,2019-09-27,Friday,5,2,1,1,4,False,,,1,Georgetown Day,GTD,1,False,False,regular,,,L,"20-25,25-18,9-25,21-25",1-3,False,False,4,-2,False,0,1,75,93,-0.10714285714285714,False,False,home,True,https://www.maxpreps.com/games/09-27-2019/volleyball-19/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=8QSwh2dDbkuQnPJ8lKOG8A
SR_09-30_SSFS_1,130,late,SR,24,2019-09-30,Monday,5,3,1,1,3,False,,,1,Sandy Spring Friends,SSFS,1,False,False,conference,,,W,"25-8,25-6,25-8",3-0,False,True,3,3,False,1,0,75,22,0.5463917525773195,False,False,away,True,https://www.maxpreps.com/games/09-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=vXhBTV1b-kCMrbsQbKyk7w
SR_10-04_ISD_1,133,late,SR,25,2019-10-04,Friday,6,4,1,4,9,True,True,False,1,Indiana School for the Deaf,ISD,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"25-18,25-24",2-0,False,True,2,2,False,2,0,50,42,0.08695652173913043,False,False,neutral,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=f9flUAU6O06spxnElldSKA
SR_10-04_CSDF_2,134,late,SR,26,2019-10-04,Friday,6,0,2,4,9,True,False,False,1,California School for the Deaf,CSDF,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"25-14,25-17",2-0,False,True,2,2,False,3,0,50,31,0.2345679012345679,False,False,neutral,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=5B-gOLdv6UqIHutSwlg3gQ
SR_10-04_TSD_3,132,late,SR,27,2019-10-04,Friday,6,0,3,4,9,True,False,False,1,Texas School for the Deaf,TSD,1,False,True,regular,SpikeOut 2019 @ Riverside,,L,"22-25,11-25",0-2,True,False,2,-2,False,0,1,33,50,-0.20481927710843373,False,False,neutral,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=1CZVdjkiLESPmWMPwddQIg
SR_10-04_CSDR_4,131,late,SR,28,2019-10-04,Friday,6,0,4,4,9,True,False,True,1,California School for the Deaf-Riverside,CSDR,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"22-25,25-23,15-14",2-1,False,False,3,1,True,1,0,62,62,0.0,False,False,away,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=pihzlNYVq0a9p059m_dfLg
SR_10-05_ISD_1,135,late,SR,29,2019-10-05,Saturday,6,1,1,2,4,True,True,False,1,Indiana School for the Deaf,ISD,2,True,True,regular,SpikeOut 2019 @ Riverside,,W,"25-17,25-13",2-0,False,True,2,2,False,2,0,50,30,0.25,False,False,neutral,True,https://www.maxpreps.com/games/10-05-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uxhCmqiCxkuRNURdxgYWrw
SR_10-05_TSD_2,136,late,SR,30,2019-10-05,Saturday,6,0,2,2,4,True,False,True,1,Texas School for the Deaf,TSD,2,True,True,regular,SpikeOut 2019 @ Riverside,,L,"16-25,14-25",0-2,True,False,2,-2,False,0,1,30,50,-0.25,False,False,neutral,True,https://www.maxpreps.com/games/10-05-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=9lwl75e5H0CKfKiPKkOvmA
SR_10-08_OAKCREST_1,137,late,SR,31,2019-10-08,Tuesday,6,3,1,1,3,False,,,1,Oakcrest,OAKCREST,1,False,False,regular,,,W,"25-13,25-21,25-19",3-0,False,True,3,3,False,1,0,75,53,0.171875,False,False,home,True,https://www.maxpreps.com/games/10-08-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=L00XN2jRbEC6wBbufPDRRA
SR_10-10_BHA_1,138,late,SR,32,2019-10-10,Thursday,7,2,1,1,3,False,,,1,Berman Hebrew Academy,BHA,1,False,False,conference,,,W,"25-17,25-9,25-7",3-0,False,True,3,3,False,2,0,75,33,0.3888888888888889,False,False,home,True,https://www.maxpreps.com/games/10-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=9tYDUg4qF0qxW7tK_Ln9KQ
SR_10-12_ROOSEVELT_1,139,late,SR,33,2019-10-12,Saturday,7,2,1,5,11,True,True,False,1,Roosevelt,ROOSEVELT,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,L,"18-25,25-23,12-15",1-2,False,False,3,-1,False,0,1,55,63,-0.06779661016949153,False,True,neutral,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-roosevelt.htm?c=CXg2zA5gMECXIs3SwzgDtQ
SR_10-12_PA_2,140,late,SR,34,2019-10-12,Saturday,7,0,2,5,11,True,False,False,1,Princess Anne,PA,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,L,"13-25,12-25",0-2,True,False,2,-2,False,0,2,25,50,-0.3333333333333333,False,False,neutral,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-princess-anne.htm?c=Wdf7AW-Qs0uZ5kj5J-9Pkg
SR_10-12_MACA_3,141,late,SR,35,2019-10-12,Saturday,7,0,3,5,11,True,False,False,1,Mount Airy Christian Academy,MACA,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-18",2-0,False,True,2,2,False,1,0,50,36,0.16279069767441862,False,False,neutral,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=0jccxebo90SvebpstwJWUg
SR_10-12_KAA_4,142,late,SR,36,2019-10-12,Saturday,7,0,4,5,11,True,False,False,1,King Abdullah Academy,KAA,2,True,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-19,25-18",2-0,False,True,2,2,False,2,0,50,37,0.14942528735632185,False,False,neutral,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=4o5xHQERTUCLFvhSNxhPvQ
SR_10-12_MACA_5,143,late,SR,37,2019-10-12,Saturday,7,0,5,5,11,True,False,True,2,Mount Airy Christian Academy,MACA,2,True,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-21",2-0,False,True,2,2,False,3,0,50,39,0.12359550561797752,False,False,neutral,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=97D32zj27UyiyV9SIHUNYw
SR_10-15_WIS_1,144,late,SR,38,2019-10-15,Tuesday,7,3,1,1,3,False,,,1,Washington International,WIS,1,False,False,conference,,,W,"25-23,25-17,25-19",3-0,False,True,3,3,False,4,0,75,59,0.11940298507462686,False,False,away,True,https://www.maxpreps.com/games/10-15-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=g6pJ4R30lkGUr0XSGqZzQg
SR_10-17_BARRIE_1,145,late,SR,39,2019-10-17,Thursday,8,2,1,1,3,False,,,1,Barrie,BARRIE,1,False,False,conference,,,W,"25-9,25-10,25-7",3-0,False,True,3,3,False,5,0,75,26,0.48514851485148514,False,False,away,True,https://www.maxpreps.com/games/10-17-2019/volleyball-19/barrie-vs-model-secondary-school-for-the-deaf.htm?c=Y5g55yVQRU2fOo5YKgnw-w
SR_10-18_KAA_1,146,late,SR,40,2019-10-18,Friday,8,1,1,1,4,False,,,1,King Abdullah Academy,KAA,3,True,False,conference,MSSD Homecoming & Senior Night,,W,"23-25,25-14,25-10,25-19",3-1,False,False,4,2,True,6,0,98,68,0.18072289156626506,False,False,home,True,https://www.maxpreps.com/games/10-18-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=ff0wp3edSkmUy0ZVzt_rYQ
SR_10-21_MCLEAN_1,,,SR,41,2019-10-21,Monday,8,3,1,1,0,False,,,1,McLean,MCLEAN,1,False,False,opponent forfeit,,,W,,0-0,False,False,0,0,False,7,0,0,0,,False,False,home,False,https://www.maxpreps.com/games/10-21-2019/volleyball-19/mclean-vs-model-secondary-school-for-the-deaf.htm?c=YN2GPO_oJUe9am8W3ZCb_A
SR_10-23_BHA_1,147,late,SR,42,2019-10-23,Wednesday,8,2,1,1,3,False,,,1,Berman Hebrew Academy,BHA,2,True,False,playoff,PVAC Tournament Quarterfinals,,W,"25-9,25-16,25-16",3-0,False,True,3,3,False,8,0,75,41,0.29310344827586204,False,False,home,True,https://www.maxpreps.com/games/10-23-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=4SpEKTKm40mNlVqXSY8llQ
SR_10-28_SSFS_1,148,late,SR,43,2019-10-28,Monday,9,5,1,1,3,False,,,1,Sandy Spring Friends,SSFS,2,True,False,playoff,PVAC Tournament Semifinals,,W,"25-15,25-19,25-8",3-0,False,True,3,3,False,9,0,75,42,0.28205128205128205,False,False,home,True,https://www.maxpreps.com/games/10-28-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=seZY-aU7r0O3adxoOvkc0w
SR_10-30_WIS_1,149,late,SR,44,2019-10-30,Wednesday,9,2,1,1,3,False,,,1,Washington International,WIS,2,True,False,championship,PVAC Tournament Championship,,W,"25-18,26-24,25-18",3-0,False,True,3,3,False,10,0,76,60,0.11764705882352941,False,False,neutral,True,https://www.maxpreps.com/games/10-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=GglwmyeMkEOGgntR9jsatw
SR_11-05_BELL_1,150,late,SR,45,2019-11-05,Tuesday,10,6,1,1,3,False,,,1,Bell,BELL,1,False,False,playoff,DCSAA State Tournament First Round,,W,"25-14,25-14,25-13",3-0,False,True,3,3,False,11,0,75,41,0.29310344827586204,False,False,away,True,https://www.maxpreps.com/games/11-05-2019/volleyball-19/bell-vs-model-secondary-school-for-the-deaf.htm?c=VcPx0s5gm0y4-10r8YIcYw
SR_11-06_SJ_1,151,late,SR,46,2019-11-06,Wednesday,10,1,1,1,3,False,,,1,St. John's,SJ,1,False,False,playoff,DCSAA State Tournament Quarterfinals,last SR match; last MSSD match,L,"20-25,20-25,14-25",0-3,True,False,3,-3,False,0,1,54,75,-0.16279069767441862,False,False,away,True,https://www.maxpreps.com/games/11-06-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=eSZ4h7I5E0OFrIple4uZbw
